Oya Tabu White-eye,Zosterops crookshanki
Pacific Antwren,Myrmotherula pacifica
Pacific Baza,Aviceda subcristata
Pacific Black Duck,Anas superciliosa
Pacific Elaenia,Myiopagis subplacens
Pacific Emerald Dove,Chalcophaps longirostris
Pacific Flatbill,Rhynchocyclus pacificus
Pacific Golden Plover,Pluvialis fulva
Pacific Gull,Larus pacificus
Pacific Hornero,Furnarius cinnamomeus
Pacific Imperial Pigeon,Ducula pacifica
Pacific Kingfisher,Todiramphus sacer
Pacific Koel,Eudynamys orientalis
Pacific Long-tailed Cuckoo,Urodynamis taitensis
Pacific Loon,Gavia pacifica
Pacific Parakeet,Psittacara strenuus
Pacific Parrotlet,Forpus coelestis
Pacific Pygmy Owl,Glaucidium peruanum
Pacific Reef Heron,Egretta sacra
Pacific Robin,Petroica pusilla
Pacific Screech Owl,Megascops cooperi
Pacific Swallow,Hirundo tahitica
Pacific Swift,Apus pacificus
Pacific Tuftedcheek,Pseudocolaptes johnsoni
Pacific Wren,Troglodytes pacificus
Paddyfield Pipit,Anthus rufulus
Paddyfield Warbler,Acrocephalus agricola
Pagan Reed Warbler,Acrocephalus yamashinae
Paint-billed Crake,Mustelirallus erythrops
Painted Bunting,Passerina ciris
Painted Bush Quail,Perdicula erythrorhyncha
Painted Buttonquail,Turnix varius
Painted Finch,Emblema pictum
Painted Francolin,Francolinus pictus
Painted Honeyeater,Grantiella picta
Painted Manakin,Machaeropterus eckelberryi
Painted Parakeet,Pyrrhura picta
Painted Quail-thrush,Cinclosoma ajax
Painted Sandgrouse,Pterocles indicus
Painted Spurfowl,Galloperdix lunulata
Painted Stork,Mycteria leucocephala
Painted Tiger Parrot,Psittacella picta
Painted Tody-Flycatcher,Todirostrum pictum
Painted Whitestart,Myioborus pictus
Palani Laughingthrush,Montecincla fairbanki
Palau Bush Warbler,Horornis annae
Palau Cicadabird,Edolisoma monacha
Palau Fantail,Rhipidura lepida
Palau Flycatcher,Myiagra erythrops
Palau Fruit Dove,Ptilinopus pelewensis
Palau Ground Dove,Pampusana canifrons
Palau Nightjar,Caprimulgus phalaena
Palau Scops Owl,Otus podarginus
Palau Swiftlet,Aerodramus pelewensis
Palawan Blue Flycatcher,Cyornis lemprieri
Palawan Bulbul,Alophoixus frater
Palawan Crow,Corvus pusillus
Palawan Drongo,Dicrurus palawanensis
Palawan Fairy-bluebird,Irena tweeddalii
Palawan Flowerpecker,Prionochilus plateni
Palawan Flycatcher,Ficedula platenae
Palawan Frogmouth,Batrachostomus chaseni
Palawan Hornbill,Anthracoceros marchei
Palawan Peacock-Pheasant,Polyplectron napoleonis
Palawan Scops Owl,Otus fuliginosus
Palawan Striped Babbler,Zosterornis hypogrammicus
Palawan Sunbird,Cinnyris aurora
Palawan Tit,Pardaliparus amabilis
Pale Batis,Batis soror
Pale Baywing,Agelaioides fringillarius
Pale Blue Flycatcher,Cyornis unicolor
Pale Chanting Goshawk,Melierax canorus
Pale Cicadabird,Edolisoma ceramense
Pale Crag Martin,Ptyonoprogne obsoleta
Pale Flycatcher,Agricola pallidus
Pale Martin,Riparia diluta
Pale Mountain Pigeon,Gymnophaps solomonensis
Pale Prinia,Prinia somalica
Pale Rockfinch,Carpospiza brachydactyla
Pale Rosefinch,Carpodacus stoliczkae
Pale Spiderhunter,Arachnothera dilutior
Pale Thrush,Turdus pallidus
Pale White-eye,Zosterops flavilateralis
Pale-bellied Hermit,Phaethornis anthophilus
Pale-bellied Mourner,Rhytipterna immunda
Pale-bellied Myna,Acridotheres cinereus
Pale-bellied Tapaculo,Scytalopus griseicollis
Pale-bellied Tyrant-Manakin,Neopelma pallescens
Pale-bellied White-eye,Zosterops consobrinorum
Pale-billed Antpitta,Grallaria carrikeri
Pale-billed Flowerpecker,Dicaeum erythrorhynchos
Pale-billed Hornbill,Lophoceros pallidirostris
Pale-billed Parrotbill,Suthora atrosuperciliaris
Pale-billed Scrubwren,Aethomyias spilodera
Pale-billed Sicklebill,Drepanornis bruijnii
Pale-billed Woodpecker,Campephilus guatemalensis
Pale-blue Monarch,Hypothymis puella
Pale-breasted Illadopsis,Illadopsis rufipennis
Pale-breasted Spinetail,Synallaxis albescens
Pale-breasted Thrush,Turdus leucomelas
Pale-browed Tinamou,Crypturellus transfasciatus
Pale-browed Treehunter,Cichlocolaptes leucophrus
Pale-capped Pigeon,Columba punicea
Pale-chinned Flycatcher,Cyornis poliogenys
Pale-crested Woodpecker,Celeus lugubris
Pale-crowned Cisticola,Cisticola cinnamomeus
Pale-edged Flycatcher,Myiarchus cephalotes
Pale-eyed Blackbird,Agelasticus xanthophthalmus
Pale-eyed Bulbul,Pycnonotus davisoni
Pale-eyed Pygmy Tyrant,Atalotriccus pilaris
Pale-eyed Thrush,Turdus leucops
Pale-faced Bare-eye,Phlegopsis borbae
Pale-faced Bulbul,Pycnonotus leucops
Pale-footed Bush Warbler,Hemitesia pallidipes
Pale-footed Swallow,Orochelidon flavipes
Pale-fronted Nigrita,Nigrita luteifrons
Pale-headed Brushfinch,Atlapetes pallidiceps
Pale-headed Jacamar,Brachygalba goeringi
Pale-headed Munia,Lonchura pallida
Pale-headed Rosella,Platycercus adscitus
Pale-headed Woodpecker,Gecinulus grantia
Pale-legged Hornero,Furnarius leucopus
Pale-legged Leaf Warbler,Phylloscopus tenellipes
Pale-legged Warbler,Myiothlypis signata
Pale-mandibled Aracari,Pteroglossus erythropygius
Pale-naped Brushfinch,Atlapetes pallidinucha
Pale-olive Greenbul,Phyllastrephus fulviventris
Pale-rumped Swift,Chaetura egregia
Pale-shouldered Cicadabird,Edolisoma dohertyi
Pale-tailed Barbthroat,Threnetes leucurus
Pale-tailed Canastero,Asthenes huancavelicae
Pale-throated Wren-Babbler,Spelaeornis kinneari
Pale-tipped Inezia,Inezia caudata
Pale-vented Bush-hen,Amaurornis moluccana
Pale-vented Pigeon,Patagioenas cayennensis
Pale-vented Thrush,Turdus obsoletus
Pale-winged Starling,Onychognathus nabouroup
Pale-winged Trumpeter,Psophia leucoptera
Pale-yellow Robin,Tregellasia capito
Palestine Sunbird,Cinnyris osea
Palila,Loxioides bailleui
Palkachupa Cotinga,Phibalura boliviana
Pallas's Fish Eagle,Haliaeetus leucoryphus
Pallas's Grasshopper Warbler,Helopsaltes certhiola
Pallas's Gull,Ichthyaetus ichthyaetus
Pallas's Leaf Warbler,Phylloscopus proregulus
Pallas's Reed Bunting,Emberiza pallasi
Pallas's Rosefinch,Carpodacus roseus
Pallas's Sandgrouse,Syrrhaptes paradoxus
Pallid Cuckoo,Cacomantis pallidus
Pallid Dove,Leptotila pallida
Pallid Harrier,Circus macrourus
Pallid Honeyguide,Indicator meliphilus
Pallid Scops Owl,Otus brucei
Pallid Spinetail,Cranioleuca pallida
Pallid Swift,Apus pallidus
Palm Cockatoo,Probosciger aterrimus
Palm Lorikeet,Vini palmarum
Palm Tanager,Thraupis palmarum
Palm Warbler,Setophaga palmarum
Palm-nut Vulture,Gypohierax angolensis
Palmchat,Dulus dominicus
Pampa Finch,Embernagra platensis
Pampas Meadowlark,Leistes defilippii
Pampas Pipit,Anthus chacoensis
Panama Flycatcher,Myiarchus panamensis
Panama Tyrannulet,Phylloscartes flavovirens
Panao Antpitta,Grallaria oneilli
Panay Striped Babbler,Zosterornis latistriatus
Pangani Longclaw,Macronyx aurantiigula
Pantanal Snipe,Gallinago paraguaiae
Pantepui Thrush,Turdus murinus
Paperbark Flycatcher,Myiagra nana
Papuan Babbler,Garritornis isidorei
Papuan Black Myzomela,Myzomela nigrita
Papuan Boobook,Ninox theomacha
Papuan Dwarf Kingfisher,Ceyx solitarius
Papuan Eagle,Harpyopsis novaeguineae
Papuan Eclectus,Eclectus polychloros
Papuan Frogmouth,Podargus papuensis
Papuan Grassbird,Cincloramphus macrurus
Papuan Harrier,Circus spilothorax
Papuan Hawk-Owl,Uroglaux dimorpha
Papuan King Parrot,Alisterus chloropterus
Papuan Logrunner,Orthonyx novaeguineae
Papuan Mountain Pigeon,Gymnophaps albertisii
Papuan Nightjar,Eurostopodus papuensis
Papuan Parrotfinch,Erythrura papuana
Papuan Pitta,Erythropitta macklotii
Papuan Scrub Robin,Drymodes beccarii
Papuan Scrubwren,Aethomyias papuensis
Papuan Sittella,Daphoenositta papuensis
Papuan Spinetail,Mearnsia novaeguineae
Papuan Treecreeper,Cormobates placens
Papuan Whipbird,Androphobus viridis
Papuan White-eye,Zosterops novaeguineae
Papyrus Canary,Crithagra koliensis
Papyrus Gonolek,Laniarius mufumbiri
Papyrus Yellow Warbler,Calamonastides gracilirostris
Para Foliage-gleaner,Automolus paraensis
Para Gnatcatcher,Polioptila paraensis
Paradise Drongo,Dicrurus megarhynchus
Paradise Jacamar,Galbula dea
Paradise Parrot,Psephotellus pulcherrimus
Paradise Riflebird,Ptiloris paradiseus
Paradise Shelduck,Tadorna variegata
Paradise Tanager,Tangara chilensis
Parakeet Auklet,Aethia psittacula
Paramillo Tapaculo,Scytalopus canus
Paramo Ground Tyrant,Muscisaxicola alpinus
Paramo Pipit,Anthus bogotensis
Paramo Seedeater,Catamenia homochroa
Paramo Tapaculo,Scytalopus opacus
Parasitic Jaeger,Stercorarius parasiticus
Pardusco,Nephelornis oneilli
Paria Brushfinch,Arremon phygas
Paria Whitestart,Myioborus pariae
Parker's Antbird,Cercomacroides parkeri
Parker's Spinetail,Cranioleuca vulpecula
Parodi's Hemispingus,Kleinothraupis parodii
Parrot Crossbill,Loxia pytyopsittacus
Parrot-billed Seedeater,Sporophila peruviana
Parrot-billed Sparrow,Passer gongonensis
Partridge Pigeon,Geophaps smithii
Passenger Pigeon,Ectopistes migratorius
Patagonian Canastero,Pseudasthenes patagonica
Patagonian Forest Earthcreeper,Upucerthia saturatior
Patagonian Mockingbird,Mimus patagonicus
Patagonian Sierra Finch,Phrygilus patagonicus
Patagonian Tinamou,Tinamotis ingoufi
Patagonian Tyrant,Colorhamphus parvirostris
Patagonian Yellow Finch,Sicalis lebruni
Pauraque,Nyctidromus albicollis
Pavonine Cuckoo,Dromococcyx pavoninus
Pavonine Quetzal,Pharomachrus pavoninus
Peaceful Dove,Geopelia placida
Peach-fronted Parakeet,Eupsittula aurea
Peacock Coquette,Lophornis pavoninus
Pearl Kite,Gampsonyx swainsonii
Pearl-bellied White-eye,Zosterops grayi
Pearl-breasted Swallow,Hirundo dimidiata
Pearl-spotted Owlet,Glaucidium perlatum
Pearled Treerunner,Margarornis squamiger
Pearly Antshrike,Megastictus margaritatus
Pearly Parakeet,Pyrrhura lepida
Pearly-bellied Seedeater,Sporophila pileata
Pearly-breasted Conebill,Conirostrum margaritae
Pearly-breasted Cuckoo,Coccyzus euleri
Pearly-eyed Thrasher,Margarops fuscatus
Pearly-vented Tody-Tyrant,Hemitriccus margaritaceiventer
Pechora Pipit,Anthus gustavi
Pectoral Antwren,Herpsilochmus pectoralis
Pectoral Sandpiper,Calidris melanotos
Pectoral Sparrow,Arremon taciturnus
Pectoral-patch Cisticola,Cisticola brunnescens
Peg-billed Finch,Acanthidops bairdi
Pel's Fishing Owl,Scotopelia peli
Pelagic Cormorant,Urile pelagicus
Peleng Fantail,Rhipidura habibiei
Pelzeln's Tody-Tyrant,Hemitriccus inornatus
Pemba Green Pigeon,Treron pembaensis
Pemba Scops Owl,Otus pembaensis
Pemba Sunbird,Cinnyris pembae
Pemba White-eye,Zosterops vaughani
Penan Bulbul,Alophoixus ruficrissus
Pennant-winged Nightjar,Caprimulgus vexillarius
Pere David's Snowfinch,Pyrgilauda davidiana
Pere David's Tit,Poecile davidi
Peregrine Falcon,Falco peregrinus
Perija Antpitta,Grallaria saltuensis
Perija Brushfinch,Arremon perijanus
Perija Metaltail,Metallura iracunda
Perija Starfrontlet,Coeligena consita
Perija Tapaculo,Scytalopus perijanus
Perija Thistletail,Asthenes perijana
Pernambuco Foliage-gleaner,Automolus lammi
Pernambuco Pygmy Owl,Glaucidium mooreorum
Perplexing Scrubwren,Sericornis virgatus
Persian Shearwater,Puffinus persicus
Peruvian Antpitta,Grallaricula peruviana
Peruvian Booby,Sula variegata
Peruvian Diving Petrel,Pelecanoides garnotii
Peruvian Martin,Progne murphyi
Peruvian Meadowlark,Leistes bellicosus
Peruvian Pelican,Pelecanus thagus
Peruvian Piedtail,Phlogophilus harterti
Peruvian Pipit,Anthus peruvianus
Peruvian Plantcutter,Phytotoma raimondii
Peruvian Racket-tail,Ocreatus peruanus
Peruvian Recurvebill,Syndactyla ucayalae
Peruvian Seaside Cinclodes,Cinclodes taczanowskii
Peruvian Sheartail,Thaumastura cora
Peruvian Sierra Finch,Phrygilus punensis
Peruvian Tern,Sternula lorata
Peruvian Thick-knee,Hesperoburhinus superciliaris
Peruvian Treehunter,Thripadectes scrutator
Peruvian Tyrannulet,Zimmerius viridiflavus
Peruvian Warbling Antbird,Hypocnemis peruviana
Peruvian Wren,Cinnycerthia peruana
Pesquet's Parrot,Psittrichas fulgidus
Petit's Cuckooshrike,Campephaga petiti
Pfrimer's Parakeet,Pyrrhura pfrimeri
Phainopepla,Phainopepla nitens
Pharaoh Eagle-Owl,Bubo ascalaphus
Pheasant Coucal,Centropus phasianinus
Pheasant Cuckoo,Dromococcyx phasianellus
Pheasant Pigeon,Otidiphaps nobilis
Pheasant-tailed Jacana,Hydrophasianus chirurgus
Philadelphia Vireo,Vireo philadelphicus
Philby's Partridge,Alectoris philbyi
Philippa's Crombec,Sylvietta philippae
Philippine Bulbul,Hypsipetes philippinus
Philippine Bush Warbler,Horornis seebohmi
Philippine Collared Dove,Streptopelia dusumieri
Philippine Coucal,Centropus viridis
Philippine Cuckoo-Dove,Macropygia tenuirostris
Philippine Drongo-Cuckoo,Surniculus velutinus
Philippine Duck,Anas luzonica
Philippine Dwarf Kingfisher,Ceyx melanurus
Philippine Eagle-Owl,Ketupa philippensis
Philippine Eagle,Pithecophaga jefferyi
Philippine Fairy-bluebird,Irena cyanogastra
Philippine Falconet,Microhierax erythrogenys
Philippine Frogmouth,Batrachostomus septimus
Philippine Green Pigeon,Treron axillaris
Philippine Hanging Parrot,Loriculus philippensis
Philippine Hawk-Cuckoo,Hierococcyx pectoralis
Philippine Hawk-Eagle,Nisaetus philippensis
Philippine Honey Buzzard,Pernis steerei
Philippine Jungle Flycatcher,Cyornis ruficauda
Philippine Leaf Warbler,Phylloscopus olivaceus
Philippine Leafbird,Chloropsis flavipennis
Philippine Magpie-Robin,Copsychus mindanensis
Philippine Megapode,Megapodius cumingii
Philippine Nightjar,Caprimulgus manillensis
Philippine Oriole,Oriolus steerii
Philippine Pied Fantail,Rhipidura nigritorquis
Philippine Pitta,Erythropitta erythrogaster
Philippine Pygmy Woodpecker,Yungipicus maculatus
Philippine Scops Owl,Otus megalotis
Philippine Serpent Eagle,Spilornis holospilus
Philippine Shortwing,Brachypteryx poliogyna
Philippine Spinetail,Mearnsia picina
Philippine Swamphen,Porphyrio pulverulentus
Philippine Swiftlet,Aerodramus mearnsi
Philippine Tailorbird,Orthotomus castaneiceps
Philippine Trogon,Harpactes ardens
Phoenix Petrel,Pterodroma alba
Piapiac,Ptilostomus afer
Picazuro Pigeon,Patagioenas picazuro
Pictorella Mannikin,Heteromunia pectoralis
Picui Ground Dove,Columbina picui
Pied Avocet,Recurvirostra avosetta
Pied Bush Chat,Saxicola caprata
Pied Butcherbird,Cracticus nigrogularis
Pied Crow,Corvus albus
Pied Cuckoo-Dove,Reinwardtoena browni
Pied Cuckooshrike,Coracina bicolor
Pied Currawong,Strepera graculina
Pied Falconet,Microhierax melanoleucos
Pied Goshawk,Accipiter albogularis
Pied Harrier,Circus melanoleucos
Pied Heron,Egretta picata
Pied Honeyeater,Certhionyx variegatus
Pied Imperial Pigeon,Ducula bicolor
Pied Kingfisher,Ceryle rudis
Pied Monarch,Arses kaupi
Pied Oystercatcher,Haematopus longirostris
Pied Plover,Hoploxypterus cayanus
Pied Puffbird,Notharchus tectus
Pied Shrike-babbler,Pteruthius flaviscapis
Pied Starling,Lamprotornis bicolor
Pied Stilt,Himantopus leucocephalus
Pied Thrush,Geokichla wardii
Pied Triller,Lalage nigra
Pied Water Tyrant,Fluvicola pica
Pied Wheatear,Oenanthe pleschanka
Pied-billed Grebe,Podilymbus podiceps
Pied-crested Tit-Tyrant,Anairetes reguloides
Pied-winged Swallow,Hirundo leucosoma
Pigeon Guillemot,Cepphus columba
Pileated Flycatcher,Xenotriccus mexicanus
Pileated Parrot,Pionopsitta pileata
Pileated Woodpecker,Dryocopus pileatus
Pilotbird,Pycnoptilus floccosus
Pin-striped Tit-Babbler,Mixornis gularis
Pin-tailed Green Pigeon,Treron apicauda
Pin-tailed Manakin,Ilicura militaris
Pin-tailed Parrotfinch,Erythrura prasina
Pin-tailed Sandgrouse,Pterocles alchata
Pin-tailed Snipe,Gallinago stenura
Pin-tailed Whydah,Vidua macroura
Pincoya Storm Petrel,Oceanites pincoyae
Pine Bunting,Emberiza leucocephalos
Pine Flycatcher,Empidonax affinis
Pine Grosbeak,Pinicola enucleator
Pine Siskin,Spinus pinus
Pine Warbler,Setophaga pinus
Pink Cockatoo,Cacatua leadbeateri
Pink Pigeon,Nesoenas mayeri
Pink Robin,Petroica rodinogaster
Pink-backed Pelican,Pelecanus rufescens
Pink-bellied Imperial Pigeon,Ducula poliocephala
Pink-billed Lark,Spizocorys conirostris
Pink-billed Parrotfinch,Erythrura kleinschmidti
Pink-breasted Flowerpecker,Dicaeum keiense
Pink-breasted Lark,Calendulauda poecilosterna
Pink-browed Rosefinch,Carpodacus rodochroa
Pink-eared Duck,Malacorhynchus membranaceus
Pink-footed Goose,Anser brachyrhynchus
Pink-footed Puffback,Dryoscopus angolensis
Pink-footed Shearwater,Ardenna creatopus
Pink-headed Duck,Rhodonessa caryophyllacea
Pink-headed Fruit Dove,Ptilinopus porphyreus
Pink-headed Imperial Pigeon,Ducula rosacea
Pink-headed Warbler,Cardellina versicolor
Pink-legged Graveteiro,Acrobatornis fonsecai
Pink-legged Rail,Hypotaenidia insignis
Pink-necked Green Pigeon,Treron vernans
Pink-rumped Rosefinch,Carpodacus waltoni
Pink-spotted Fruit Dove,Ptilinopus perlatus
Pink-throated Becard,Pachyramphus minor
Pink-throated Brilliant,Heliodoxa gularis
Pink-throated Twinspot,Hypargos margaritatus
Pinnated Bittern,Botaurus pinnatus
Pinon's Imperial Pigeon,Ducula pinon
Pinsker's Hawk-Eagle,Nisaetus pinskeri
Pinto's Spinetail,Synallaxis infuscata
Pinyon Jay,Gymnorhinus cyanocephalus
Piping Bellbird,Ornorectes cristatus
Piping Crow,Corvus typicus
Piping Hornbill,Bycanistes fistulator
Piping Plover,Charadrius melodus
Pipipi,Mohoua novaeseelandiae
Piratic Flycatcher,Legatus leucophaius
Pirre Chlorospingus,Chlorospingus inornatus
Pirre Hummingbird,Goldmania bella
Pirre Warbler,Basileuterus ignotus
Pitcairn Reed Warbler,Acrocephalus vaughani
Pitt Shag,Phalacrocorax featherstoni
Pitta-like Ground Roller,Atelornis pittoides
Piura Chat-Tyrant,Ochthoeca piurae
Piura Hemispingus,Sphenopsis piurae
Placid Greenbul,Phyllastrephus placidus
Plain Antvireo,Dysithamnus mentalis
Plain Bush-hen,Amaurornis olivacea
Plain Chachalaca,Ortalis vetula
Plain Flowerpecker,Dicaeum minullum
Plain Gerygone,Gerygone inornata
Plain Greenbul,Eurillas curvirostris
Plain Honeyeater,Pycnopygius ixoides
Plain Inezia,Inezia inornata
Plain Laughingthrush,Pterorhinus davidi
Plain Leaf Warbler,Phylloscopus neglectus
Plain Mountain Finch,Leucosticte nemoricola
Plain Nightjar,Caprimulgus inornatus
Plain Parakeet,Brotogeris tirica
Plain Pigeon,Patagioenas inornata
Plain Prinia,Prinia inornata
Plain Softtail,Thripophaga fusciceps
Plain Sunbird,Anthreptes simplex
Plain Swift,Apus unicolor
Plain Thornbird,Phacellodomus inornatus
Plain White-eye,Zosterops hypolais
Plain Xenops,Xenops genibarbis
Plain-backed Antpitta,Grallaria haplonota
Plain-backed Pipit,Anthus leucophrys
Plain-backed Sparrow,Passer flaveolus
Plain-backed Sunbird,Anthreptes reichenowi
Plain-bellied Emerald,Chrysuronia leucogaster
Plain-breasted Ground Dove,Columbina minuta
Plain-breasted Hawk,Accipiter ventralis
Plain-breasted Piculet,Picumnus castelnau
Plain-brown Woodcreeper,Dendrocincla fuliginosa
Plain-capped Starthroat,Heliomaster constantii
Plain-colored Seedeater,Catamenia inornata
Plain-colored Tanager,Tangara inornata
Plain-crested Elaenia,Elaenia cristata
Plain-crowned Spinetail,Synallaxis gujanensis
Plain-flanked Rail,Rallus wetmorei
Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides
Plain-pouched Hornbill,Rhyticeros subruficollis
Plain-tailed Nighthawk,Nyctiprogne vielliardi
Plain-tailed Warbling Finch,Microspingus alticola
Plain-tailed Wren,Pheugopedius euophrys
Plain-throated Antwren,Isleria hauxwelli
Plain-winged Antshrike,Thamnophilus schistaceus
Plain-winged Antwren,Myrmotherula behni
Plain-winged Woodcreeper,Dendrocincla turdina
Plains-wanderer,Pedionomus torquatus
Plaintive Cuckoo,Cacomantis merulinus
Planalto Foliage-gleaner,Syndactyla dimidiata
Planalto Hermit,Phaethornis pretrei
Planalto Slaty Antshrike,Thamnophilus pelzelni
Planalto Tapaculo,Scytalopus pachecoi
Planalto Tyrannulet,Phyllomyias fasciatus
Planalto Woodcreeper,Dendrocolaptes platyrostris
Plate-billed Mountain Toucan,Andigena laminirostris
Plum-crowned Parrot,Pionus tumultuosus
Plum-faced Lorikeet,Oreopsittacus arfaki
Plum-headed Finch,Aidemosyne modesta
Plum-headed Parakeet,Psittacula cyanocephala
Plum-throated Cotinga,Cotinga maynana
Plumbeous Antbird,Myrmelastes hyperythrus
Plumbeous Antvireo,Dysithamnus plumbeus
Plumbeous Euphonia,Euphonia plumbea
Plumbeous Forest Falcon,Micrastur plumbeus
Plumbeous Hawk,Cryptoleucopteryx plumbea
Plumbeous Ibis,Theristicus caerulescens
Plumbeous Kite,Ictinia plumbea
Plumbeous Pigeon,Patagioenas plumbea
Plumbeous Rail,Pardirallus sanguinolentus
Plumbeous Seedeater,Sporophila plumbea
Plumbeous Sierra Finch,Geospizopsis unicolor
Plumbeous Tyrant,Knipolegus cabanisi
Plumbeous Vireo,Vireo plumbeus
Plumbeous Warbler,Setophaga plumbea
Plumbeous Water Redstart,Phoenicurus fuliginosus
Plumbeous-backed Thrush,Turdus reevei
Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps
Plume-toed Swiftlet,Collocalia affinis
Plumed Egret,Ardea plumifera
Plumed Guineafowl,Guttera plumifera
Plumed Whistling Duck,Dendrocygna eytoni
Plush-crested Jay,Cyanocorax chrysops
Plushcap,Catamblyrhynchus diadema
Pohnpei Cicadabird,Edolisoma insperatum
Pohnpei Fantail,Rhipidura kubaryi
Pohnpei Flycatcher,Myiagra pluto
Pohnpei Kingfisher,Todiramphus reichenbachii
Pohnpei Lorikeet,Trichoglossus rubiginosus
Pohnpei Starling,Aplonis pelzelni
Point-tailed Palmcreeper,Berlepschia rikeri
Pollen's Vanga,Xenopirostris polleni
Polynesian Ground Dove,Pampusana erythroptera
Polynesian Imperial Pigeon,Ducula aurorae
Polynesian Starling,Aplonis tabuensis
Polynesian Storm Petrel,Nesofregetta fuliginosa
Polynesian Triller,Lalage maculosa
Polynesian Wattled Honeyeater,Foulehaio carunculatus
Pomarine Jaeger,Stercorarius pomarinus
Pompadour Cotinga,Xipholena punicea
Poo-uli,Melamprosops phaeosoma
Powerful Owl,Ninox strenua
Powerful Woodpecker,Campephilus pollens
Prairie Falcon,Falco mexicanus
Prairie Warbler,Setophaga discolor
Predicted Antwren,Herpsilochmus praedictus
Preuss's Cliff Swallow,Petrochelidon preussi
Preuss's Weaver,Ploceus preussi
Prevost's Ground Sparrow,Melozone biarcuata
Prigogine's Double-collared Sunbird,Cinnyris prigoginei
Prigogine's Greenbul,Chlorocichla prigoginei
Prigogine's Nightjar,Caprimulgus prigoginei
Princess Parrot,Polytelis alexandrae
Princess Stephanie's Astrapia,Astrapia stephaniae
Principe Scops Owl,Otus bikegila
Principe Seedeater,Crithagra rufobrunnea
Principe Speirops,Zosterops leucophaeus
Principe Starling,Lamprotornis ornatus
Principe Sunbird,Anabathmis hartlaubii
Principe Thrush,Turdus xanthorhynchus
Principe Weaver,Ploceus princeps
Principe White-eye,Zosterops ficedulinus
Pringle's Puffback,Dryoscopus pringlii
Pririt Batis,Batis pririt
Prong-billed Barbet,Semnornis frantzii
Protea Canary,Crithagra leucoptera
Prothonotary Warbler,Protonotaria citrea
Providence Petrel,Pterodroma solandri
Providencia Vireo,Vireo approximans
Przevalski's Finch,Urocynchramus pylzowi
Przevalski's Nuthatch,Sitta przewalskii
Przevalski's Parrotbill,Suthora przewalskii
Przevalski's Partridge,Alectoris magna
Przevalski's Redstart,Phoenicurus alaschanicus
Puaiohi,Myadestes palmeri
Puerto Rican Amazon,Amazona vittata
Puerto Rican Bullfinch,Melopyrrha portoricensis
Puerto Rican Emerald,Riccordia maugaeus
Puerto Rican Euphonia,Chlorophonia sclateri
Puerto Rican Flycatcher,Myiarchus antillarum
Puerto Rican Lizard Cuckoo,Coccyzus vieilloti
Puerto Rican Mango,Anthracothorax aurulentus
Puerto Rican Nightjar,Antrostomus noctitherus
Puerto Rican Oriole,Icterus portoricensis
Puerto Rican Owl,Gymnasio nudipes
Puerto Rican Parakeet,Psittacara maugei
Puerto Rican Spindalis,Spindalis portoricensis
Puerto Rican Tanager,Nesospingus speculiferus
Puerto Rican Tody,Todus mexicanus
Puerto Rican Vireo,Vireo latimeri
Puerto Rican Woodpecker,Melanerpes portoricensis
Puff-backed Bulbul,Euptilotus eutilotus
Puff-backed Honeyeater,Meliphaga aruensis
Puff-throated Babbler,Pellorneum ruficeps
Puff-throated Bulbul,Alophoixus pallidus
Pulitzer's Longbill,Macrosphenus pulitzeri
Puna Ground Tyrant,Muscisaxicola juninensis
Puna Ibis,Plegadis ridgwayi
Puna Miner,Geositta punensis
Puna Pipit,Anthus brevirostris
Puna Plover,Anarhynchus alticola
Puna Snipe,Gallinago andina
Puna Tapaculo,Scytalopus simonsi
Puna Teal,Spatula puna
Puna Thistletail,Asthenes helleri
Puna Tinamou,Tinamotis pentlandii
Puna Yellow Finch,Sicalis lutea
Puno Antpitta,Grallaria sinaensis
Purple Cochoa,Cochoa purpurea
Purple Finch,Haemorhous purpureus
Purple Gallinule,Porphyrio martinica
Purple Grenadier,Granatina ianthinogaster
Purple Heron,Ardea purpurea
Purple Honeycreeper,Cyanerpes caeruleus
Purple Indigobird,Vidua purpurascens
Purple Martin,Progne subis
Purple Needletail,Hirundapus celebensis
Purple Quail-Dove,Geotrygon purpurata
Purple Roller,Coracias naevius
Purple Sandpiper,Calidris maritima
Purple Starling,Lamprotornis purpureus
Purple Sunbird,Cinnyris asiaticus
Purple-backed Fairywren,Malurus assimilis
Purple-backed Sunbeam,Aglaeactis aliciae
Purple-backed Thornbill,Ramphomicron microrhynchum
Purple-banded Sunbird,Cinnyris bifasciatus
Purple-bearded Bee-eater,Meropogon forsteni
Purple-bellied Lory,Lorius hypoinochrous
Purple-bibbed Whitetip,Urosticte benjamini
Purple-breasted Cotinga,Cotinga cotinga
Purple-breasted Sunbird,Nectarinia purpureiventris
Purple-capped Fruit Dove,Ptilinopus ponapensis
Purple-chested Hummingbird,Polyerata rosenbergi
Purple-collared Woodstar,Myrtis fanny
Purple-crested Turaco,Gallirex porphyreolophus
Purple-crowned Fairy,Heliothryx barroti
Purple-crowned Fairywren,Malurus coronatus
Purple-crowned Lorikeet,Parvipsitta porphyrocephala
Purple-crowned Plovercrest,Stephanoxis loddigesii
